"Applied filters:
Calendar_Day is on or after 01/01/2026 and is before 27/06/2026
COUNTRY_SHORT is UKR
Attribute is Article_ID, Article_Desc, or Article_Image
Store_Name is UA_KYIV_Spektr_FO
KPIs is Net_Sales_EUR, Net_Qty, NS_vs_LY, Store_Stock, Warehouse_Stock, or Weeks Cover";;;;;;;;
;;;;;;;;
Article_ID;Article_Desc;Article_Image;Net_Sales_EUR;Net_Qty;NS_vs_LY;Store_Stock;Warehouse_Stock;Weeks_Cover
KH3910;AZ PRO C TIG M;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH3910-small.png;;;;;0;
KH3997;KIDS 3S CAP;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH3997-small.png;;;;;0;
KH4055;ESS SH 5IN;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH4055-small.png;;;;;0;
KH4062;ESS SH 5IN;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH4062-small.png;;;;;276;
KH4571;XPR LIGHT WW;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH4571-small.png;;;;;5;
KH4572;W XPR LIGHT WW;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH4572-small.png;;;;;3;
KH4592;M COLLEGIATE T;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH4592-small.png;;;;;1;
KH4593;M COLLEGIATE T;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH4593-small.png;;;;;18;
KH4605;ESS LEO BP;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH4605-small.png;;;;;100;
KH4615;XPR VK FL J;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH4615-small.png;;;;;0;
KH4626;W XPR VK FL J;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH4626-small.png;;;;;0;
KH4646;W MT ESS WINDFL;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH4646-small.png;;;;;200;
KH5533;ADIMULE J;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH5533-small.png;;;;;0;
KH5702;HANDBALL SPEZIAL LOAFER;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH5702-small.png;;;;;111;
KH5703;HANDBALL SPEZIAL LOAFER;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH5703-small.png;;;;;0;
KH5768;ADIZERO DROPSET PRO TRAINER W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH5768-small.png;;;;;0;
KH5975;TERREX HIKSTER LT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH5975-small.png;;;;;0;
KH5977;TERREX HIKSTER LT W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH5977-small.png;;;;;0;
KH6265;F50 HYPERFAST CLUB VEL TF J;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH6265-small.png;;;;;0;
KH6650;TERREX SNOWPITCH CLIMAWARM;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH6650-small.png;;;;;0;
KH6651;TERREX SNOWPITCH CLIMAWARM;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH6651-small.png;;;;;0;
KH6652;TERREX SNOWPITCH CLIMAWARM;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH6652-small.png;;;;;0;
KH6710;ADIZERO DROPSET PRO TRAINER M;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH6710-small.png;;;;;0;
KH6712;ADIZERO DROPSET PRO TRAINER W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH6712-small.png;;;;;0;
KH6714;ADIZERO DROPSET PRO TRAINER M;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH6714-small.png;;;;;0;
KH6879;SAMBA OG COCA COLA;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH6879-small.png;;;;;192;
KH6880;SAMBA OG COCA COLA;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH6880-small.png;;;;;135;
KH8315;ADIZERO ADIOS PRO 5 M;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH8315-small.png;;;;;0;
KH8440;CLIMACOOL LACED SOLID STRIPES;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH8440-small.png;;;;;75;
KH8537;ANTHONY EDWARDS 3;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH8537-small.png;;;;;0;
KH8795;TERREX AGRAVIC SL;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH8795-small.png;;;;;139;
KH8796;TERREX AGRAVIC SL W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH8796-small.png;;;;;110;
KH8800;TERREX AGRAVIC SL;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH8800-small.png;;;;;0;
KH8803;TERREX AGRAVIC SL W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH8803-small.png;;;;;115;
KH8859;ADIZERO BOSTON 13 M;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH8859-small.png;;;;;0;
KH8868;ADIZERO BOSTON 13 W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH8868-small.png;;;;;0;
KH8871;ADIZERO BOSTON 13 W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH8871-small.png;;;;;0;
KH8875;TERREX ANYLANDER MID LEA CP;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH8875-small.png;;;;;330;
KH8876;TERREX ANYLANDER MID LEA CP;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH8876-small.png;;;;;0;
KH8877;TERREX ANYLANDER MID LEA CP;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH8877-small.png;;;;;0;
KH8878;TERREX ANYLANDER MID LEA CP;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH8878-small.png;;;;;0;
KH8879;TERREX ANYLANDER MID LEA CP W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH8879-small.png;;;;;0;
KH8967;SL 72 OG W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH8967-small.png;;;;;15;
KH9013;GAZELLE LO PRO W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH9013-small.png;;;;;53;
KH9106;TECHNOCHAOS 2000 ATR;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH9106-small.png;;;;;0;
KH9107;TECHNOCHAOS 2000 ATR;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH9107-small.png;;;;;0;
KH9114;FortaRun 4.0 EL C;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH9114-small.png;;;;;0;
KH9117;FortaRun 4.0 EL C;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH9117-small.png;;;;;0;
KH9120;LIGHTBLAZE J;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH9120-small.png;;;;;0;
KH9121;LIGHTBLAZE J;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH9121-small.png;;;;;0;
KH9247;ADISTAR CONTROL 5 W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH9247-small.png;;;;;215;
KH9629;CAMPUS 00s WTR MD I;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH9629-small.png;;;;;0;
KH9631;CAMPUS 00s WTR MD C;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH9631-small.png;;;;;0;
KH9737;ADISTAR CONTROL 5 J;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH9737-small.png;;;;;0;
KH9792;SUPERSTAR WINTER TREK C;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH9792-small.png;;;;;0;
KH9794;SUPERSTAR WINTER TREK I;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH9794-small.png;;;;;0;
KH9795;SUPERSTAR WINTER TREK I;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH9795-small.png;;;;;0;
KH9862;adizero Evo SL W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KH9862-small.png;;;;;17;
KI0114;BARREDA XLG;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI0114-small.png;;;;;0;
KI0358;HYPERBOOST EDGE M;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI0358-small.png;;;;;0;
KI0417;SUPERSTAR II W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI0417-small.png;;;;;0;
KI0645;COPA PURE IV LEAGUE TF;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI0645-small.png;;;;;110;
KI0646;COPA PURE IV LEAGUE TF;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI0646-small.png;;;;;0;
KI0660;COPA PURE IV LEAGUE TF J;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI0660-small.png;;;;;0;
KI0882;Y-3 TOKYO;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI0882-small.png;;;;;12;
KI0962;aSMC ULTRABOOST 5;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI0962-small.png;;;;;3;
KI0968;ADISTAR CONTROL 3 W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI0968-small.png;;;;;0;
KI1023;F50 SPARKFUSION LEAGUE TF;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI1023-small.png;;;;;0;
KI1307;BREAK START MID WINTERIZED;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI1307-small.png;;;;;0;
KI1309;BREAK START MID WINTERIZED;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI1309-small.png;;;;;0;
KI1378;RUNFALCON 6 EL I;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI1378-small.png;;;;;240;
KI1379;RUNFALCON 6 EL C;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI1379-small.png;;;;;288;
KI1380;RUNFALCON 6 J;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI1380-small.png;;;;;16;
KI1672;GALAXY 8 J;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI1672-small.png;;;;;0;
KI1679;GALAXY 8 EL I;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI1679-small.png;;;;;0;
KI1681;GALAXY 8 EL I;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI1681-small.png;;;;;0;
KI1686;GALAXY 8 EL C;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI1686-small.png;;;;;0;
KI1767;RUNFALCON 6 EL C;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI1767-small.png;;;;;288;
KI1768;RUNFALCON 6 EL C;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI1768-small.png;;;;;80;
KI1769;RUNFALCON 6 EL C;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI1769-small.png;;;;;0;
KI1772;RUNFALCON 6 EL C;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI1772-small.png;;;;;0;
KI1776;RUNFALCON 6 EL I;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI1776-small.png;;;;;240;
KI1784;RUNFALCON 6 J;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI1784-small.png;;;;;16;
KI2092;ADISTAR CONTROL 5;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI2092-small.png;;;;;0;
KI2093;ADISTAR CONTROL 5;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI2093-small.png;;;;;0;
KI2183;HANDBALL SPEZIAL W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI2183-small.png;;;;;0;
KI2413;LIGHTBLAZE ATR 2.0;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI2413-small.png;;;;;100;
KI2416;LIGHTBLAZE ATR 2.0;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI2416-small.png;;;;;52;
KI2418;LIGHTBLAZE ATR 2.0;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI2418-small.png;;;;;64;
KI2419;LIGHTBLAZE ATR 2.0;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI2419-small.png;;;;;69;
KI2527;PREDATOR LEAGUE FT FG;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI2527-small.png;;;;;0;
KI2554;PREDATOR PRO FT TF;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI2554-small.png;;;;;0;
KI2646;RUNFALCON 6 EL C;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI2646-small.png;;;;;80;
KI2681;CLIMACOOL LACED NO STRIPES;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI2681-small.png;;;;;75;
KI2682;CLIMACOOL LACED NO STRIPES;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI2682-small.png;;;;;75;
KI2749;BARREDA LO;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI2749-small.png;;;;;0;
KI2755;BARREDA MARY JANE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI2755-small.png;;;;;0;
KI2774;GRAND COURT LO;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI2774-small.png;;;;;0;
KI2970;HANDBALL SPEZIAL;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI2970-small.png;;;;;0;
KI2971;HANDBALL SPEZIAL;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI2971-small.png;;;;;0;
KI3130;SUPERNOVA EASE 2 GTX M;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI3130-small.png;;;;;0;
KI3133;SUPERNOVA EASE 2 GTX W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI3133-small.png;;;;;0;
KI3134;SUPERNOVA RISE 3 GTX M;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI3134-small.png;;;;;85;
KI3137;SUPERNOVA RISE 3 GTX W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI3137-small.png;;;;;0;
KI3362;BARREDA LO;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI3362-small.png;;;;;16;
KI3383;adizero Evo SL W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI3383-small.png;;;;;3;
KI3476;Y-3 SUPERSTAR;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI3476-small.png;;;;;12;
KI3512;SUPERSTAR ST;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI3512-small.png;;;;;17;
KI3515;SUPERSTAR ST;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI3515-small.png;;;;;17;
KI3579;GAZELLE LO PRO W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI3579-small.png;;;;;32;
KI3582;TAEKWONDO MEI BALLET W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI3582-small.png;;;;;11;
KI3583;TOKYO W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI3583-small.png;;;;;40;
KI3584;TOKYO W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI3584-small.png;;;;;16;
KI3587;Crazyquick LS Padel M;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI3587-small.png;;;;;80;
KI3588;Crazyquick LS Padel W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI3588-small.png;;;;;0;
KI3589;Crazyquick Boost Padel W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI3589-small.png;;;;;80;
KI3590;Courtquick Padel M;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI3590-small.png;;;;;80;
KI3591;Crazyquick Boost Padel M;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI3591-small.png;;;;;80;
KI3592;Courtquick Padel W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI3592-small.png;;;;;80;
KI3601;GameCourt 3 W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI3601-small.png;;;;;0;
KI3908;RAPID COURT MID WINTERIZED;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI3908-small.png;;;;;194;
KI3943;HANDBALL SPEZIAL C;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI3943-small.png;;;;;190;
KI3944;HANDBALL SPEZIAL CF EL I;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI3944-small.png;;;;;80;
KI4079;BELIEVE THAT 1;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4079-small.png;;;;;0;
KI4204;ADISTAR CONTROL 5 W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4204-small.png;;;;;35;
KI4205;SL 72 OG W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4205-small.png;;;;;23;
KI4207;GAZELLE LO PRO W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4207-small.png;;;;;215;
KI4300;TOKYO W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4300-small.png;;;;;364;
KI4303;TERREX AGRAVIC TT;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4303-small.png;;;;;1;
KI4312;TOKYO MJ W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4312-small.png;;;;1;;
KI4313;TOKYO MJ W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4313-small.png;;;;;6;
KI4340;Y-3 GAZELLE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4340-small.png;;;;;12;
KI4383;SPIRITAIN 2000;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4383-small.png;;;;;0;
KI4392;HYPERBOOST EDGE M;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4392-small.png;;;;;0;
KI4402;HYPERBOOST EDGE M;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4402-small.png;;;;;40;
KI4406;HYPERBOOST EDGE W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4406-small.png;;;;;0;
KI4444;SPIRITAIN 2000;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4444-small.png;;;;;0;
KI4467;ADISTAR CONTROL 5;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4467-small.png;;;;;409;
KI4469;ADISTAR CONTROL 5;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4469-small.png;;;;;259;
KI4505;ADISTAR XLG 2.0;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4505-small.png;;;;;166;
KI4506;ADISTAR XLG 2.0;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4506-small.png;;;;;0;
KI4697;GAZELLE LO PRO W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4697-small.png;;;;;0;
KI4709;GAZELLE LO PRO W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4709-small.png;;;;;0;
KI4764;ADIZERO EVO SL EXO M;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4764-small.png;;;;;114;
KI4774;HANDBALL SPEZIAL LOAFER W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4774-small.png;;;;;244;
KI4783;ADIZERO EVO SL EXO W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4783-small.png;;;;;0;
KI4795;adizero Evo SL W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4795-small.png;;;;;0;
KI4828;Adizero EVO SL WOVEN M;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4828-small.png;;;;;0;
KI4848;ADIZERO ADIOS PRO 5 W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4848-small.png;;;;;0;
KI4872;TERREX FREEHIKER SL GTX CW;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4872-small.png;;;;;0;
KI4873;TERREX FREEHIKER SL GTX CW;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4873-small.png;;;;;0;
KI4934;ADIZERO GOUKANA;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4934-small.png;;;;;2;
KI4935;ADIZERO GOUKANA;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI4935-small.png;;;;;1;
KI5010;SUPERSTAR II;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI5010-small.png;;;;;0;
KI5163;TERREX FREEHIKER SL GTX;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI5163-small.png;;;;;0;
KI5168;PREDATOR LEAGUE FT TF;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI5168-small.png;;;;;0;
KI5233;CLIMACOOL;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI5233-small.png;;;;;75;
KI5639;HANDBALL SPEZIAL C;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI5639-small.png;;;;;0;
KI5663;TERREX FREEHIKER SL GTX  W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI5663-small.png;;;;;0;
KI5806;TERREX AX4R R.RDY K;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI5806-small.png;;;;;110;
KI5823;TERREX AX4R CW+ MID K;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI5823-small.png;;;;;0;
KI5824;TERREX AX4R CW+ MID K;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI5824-small.png;;;;;0;
KI5832;TERREX TRAILMAKER 2 CW+ K;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI5832-small.png;;;;;0;
KI5834;TERREX MID GTX K;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI5834-small.png;;;;;0;
KI5837;TERREX GTX K;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI5837-small.png;;;;;0;
KI6052;HANDBALL SPEZIAL;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI6052-small.png;;;;1;26;
KI6120;ADISTAR CONTROL 5;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI6120-small.png;;;;;51;
KI6121;ADISTAR CONTROL 5;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI6121-small.png;;;;;381;
KI6153;ADISTAR CONTROL 5;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI6153-small.png;;;;;22;
KI6374;HOOPS 4.0 MID WINTERIZED;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI6374-small.png;;;;;0;
KI6379;HOOPS 4.0 MID WINTERIZED;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI6379-small.png;;;;;0;
KI6381;HOOPS 4.0 MID WINTERIZED;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI6381-small.png;;;;;0;
KI6382;HOOPS 4.0 MID WINTERIZED J;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI6382-small.png;;;;;0;
KI6539;LIGHTORAMA COURT EL C;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI6539-small.png;;;;;0;
KI6612;TECHNOCHAOS 2000 ATR;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI6612-small.png;;;;;0;
KI6627;ADISSAGE 360REC MULE;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI6627-small.png;;;;;100;
KI6669;SAMBA OG W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI6669-small.png;;;;;16;
KI6674;SAMBA OG W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI6674-small.png;;;;;169;
KI6677;HANDBALL SPEZIAL W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI6677-small.png;;;;;23;
KI6687;JAPAN W;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI6687-small.png;;;;;0;
KI6822;SPIRITAIN 2000;https://prdsdcapp44813.emea.adsint.biz/MicroStrategy/_custom/marvin/png/KI6822-small.png;;;;;0;
